gene,variable,pval,FDR,ensembl_gene_id,CHR,start,end,entrezgene_id
LIN37,conditionTB,0.011,0.016229356,ENSG00000267796,19,35748361,35754519,55957
LIN52,conditionTB,0.15,0.184765935,ENSG00000205659,14,74084796,74201235,91750
LIN54,conditionTB,0.0085,0.01273997,ENSG00000189308,4,82909973,83012926,132660
LIN7A,conditionTB,2.70E-12,8.45E-12,ENSG00000111052,12,80792520,80937934,8825
LIN7B,conditionTB,4.70E-06,9.77E-06,ENSG00000104863,19,49114324,49118460,64130
LIN7C,conditionTB,0.26,0.305347567,ENSG00000148943,11,27494418,27506769,55327
LIN9,conditionTB,2.10E-09,5.57E-09,ENSG00000183814,1,226231149,226309869,286826
LINC00094,conditionTB,0.0071,0.010747692,ENSG00000235106,9,134025481,134034666,266655
LINC00116,conditionTB,0.012,0.017630284,ENSG00000175701,2,110211529,110245420,205251
LINC00176,conditionTB,0.43,0.479907341,ENSG00000196421,20,64034344,64039962,284739
LINC00282,conditionTB,0.58,0.626789388,ENSG00000281106,13,51813347,51845177,283521
LINC00493,conditionTB,0.68,0.71987877,ENSG00000232388,20,18567347,18569563,388789
LINC00854,conditionTB,0.76,0.791378745,ENSG00000236383,17,43216941,43305397,100874261
LINC00950,conditionTB,0.022,0.031209666,ENSG00000137103,9,35814451,35865518,51754
LINC00959,conditionTB,0.95,0.955539558,ENSG00000237489,10,130020025,130110830,387723
LINC00998,conditionTB,0.28,0.326176422,ENSG00000214194,7,113116718,113118560,401397
LINC01125,conditionTB,2.50E-07,5.74E-07,ENSG00000228486,2,97664217,97703064,728537
LINC01314,conditionTB,0.092,0.11805878,ENSG00000259417,15,80195481,80252213,100996492
LINC01336,conditionTB,0,0,ENSG00000176928,5,75025346,75052558,51301
LINC01420,conditionTB,1.50E-04,2.72E-04,ENSG00000204272,X,56729241,56819179,550643
LINGO2,conditionTB,0.026,0.03652076,ENSG00000174482,9,27948078,28670286,158038
LINGO3,conditionTB,0,0,ENSG00000220008,19,2289784,2292024,645191
LINS1,conditionTB,0.0065,0.00989842,ENSG00000140471,15,100559369,100603230,55180
LIPA,conditionTB,0,0,ENSG00000107798,10,89213569,89414557,3988
LIPC,conditionTB,0.22,0.262452186,ENSG00000166035,15,58410569,58569844,3990
LIPE,conditionTB,0.5,0.549732452,ENSG00000079435,19,42401514,42427388,3991
LIPN,conditionTB,5.50E-07,1.23E-06,ENSG00000204020,10,88759982,88779626,643418
LIPT1,conditionTB,0.048,0.064641542,ENSG00000144182,2,99154955,99163157,51601
LIPT2,conditionTB,0.028,0.0391216,ENSG00000175536,11,74490519,74493724,387787
LITAF,conditionTB,0,0,ENSG00000189067,16,11547722,11636381,9516
LIX1L,conditionTB,0,0,ENSG00000271601,1,145933423,145958017,128077
LLGL1,conditionTB,0.33,0.378582806,ENSG00000131899,17,18225635,18244875,3996
LLGL2,conditionTB,3.20E-06,6.74E-06,ENSG00000073350,17,75525080,75575209,3993
LLPH,conditionTB,0.5,0.549732452,ENSG00000139233,12,66116555,66130750,84298
LMAN1,conditionTB,5.10E-13,1.66E-12,ENSG00000074695,18,59327823,59359265,3998
LMAN2,conditionTB,5.50E-09,1.42E-08,ENSG00000169223,5,177331567,177351668,10960
LMAN2L,conditionTB,3.00E-13,9.92E-13,ENSG00000114988,2,96705929,96740064,81562
LMBR1,conditionTB,1.10E-05,2.21E-05,ENSG00000105983,7,156668946,156893216,64327
LMBR1L,conditionTB,0.72,0.756948081,ENSG00000139636,12,49097136,49110900,55716
LMBRD1,conditionTB,8.00E-05,1.49E-04,ENSG00000168216,6,69672757,69867236,55788
LMBRD2,conditionTB,2.50E-07,5.74E-07,ENSG00000164187,5,36098407,36151887,92255
LMCD1,conditionTB,3.20E-06,6.74E-06,ENSG00000071282,3,8501807,8574668,29995
LMF1,conditionTB,0.02,0.028531754,ENSG00000103227,16,853634,981318,64788
LMF2,conditionTB,0.0023,0.003690778,ENSG00000100258,22,50502949,50507702,91289
LMLN,conditionTB,0.012,0.017630284,ENSG00000185621,3,197960200,198043720,89782
LMNA,conditionTB,4.30E-10,1.19E-09,ENSG00000160789,1,156082573,156140081,4000
LMNB1,conditionTB,0,0,ENSG00000113368,5,126776623,126837020,4001
LMNB2,conditionTB,1.10E-16,4.29E-16,ENSG00000176619,19,2427638,2456959,84823
LMNTD2,conditionTB,0.14,0.173380606,ENSG00000185522,11,554850,560738,256329
LMO2,conditionTB,4.80E-07,1.08E-06,ENSG00000135363,11,33858576,33892076,4005
LMO3,conditionTB,2.60E-04,4.61E-04,ENSG00000048540,12,16548372,16610594,55885
LMO4,conditionTB,0.71,0.747278343,ENSG00000143013,1,87328880,87348923,8543
LMO7,conditionTB,0.031,0.043080565,ENSG00000136153,13,75620434,75859870,4008
LMOD3,conditionTB,0.16,0.19639111,ENSG00000163380,3,69106065,69123032,56203
LMTK2,conditionTB,0,0,ENSG00000164715,7,98106862,98209638,22853
LMTK3,conditionTB,0.42,0.470023228,ENSG00000142235,19,48485271,48513935,114783
LNP1,conditionTB,0.31,0.357753366,ENSG00000206535,3,100401532,100456319,348801
LNPEP,conditionTB,2.30E-12,7.23E-12,ENSG00000113441,5,96935394,97037513,4012
LNX1,conditionTB,0.53,0.578980453,ENSG00000072201,4,53459301,53701405,84708
LNX2,conditionTB,0.008,0.012035749,ENSG00000139517,13,27545913,27620529,222484
LONP1,conditionTB,0.049,0.065873954,ENSG00000196365,19,5691834,5720572,9361
LONP2,conditionTB,0,0,ENSG00000102910,16,48244300,48363122,83752
LONRF1,conditionTB,0,0,ENSG00000154359,8,12721906,12756073,91694
LONRF2,conditionTB,3.40E-04,5.96E-04,ENSG00000170500,2,100271875,100322501,164832
LONRF3,conditionTB,2.00E-04,3.59E-04,ENSG00000175556,X,118974614,119018355,79836
LOX,conditionTB,0.011,0.016229356,ENSG00000113083,5,122063195,122078413,4015
LOXHD1,conditionTB,0.018,0.02583686,ENSG00000167210,18,46476972,46657220,125336
LOXL1,conditionTB,0.27,0.315896835,ENSG00000129038,15,73925989,73952137,4016
LOXL2,conditionTB,0.11,0.138761286,ENSG00000134013,8,23296897,23425328,4017
LOXL3,conditionTB,0,0,ENSG00000115318,2,74532258,74555690,84695
LOXL4,conditionTB,0.71,0.747278343,ENSG00000138131,10,98247690,98268194,84171
LPAR1,conditionTB,1.10E-16,4.29E-16,ENSG00000198121,9,110873263,111038470,1902
LPAR2,conditionTB,6.50E-04,0.001108889,ENSG00000064547,19,19623655,19628930,9170
LPAR3,conditionTB,0.062,0.08181564,ENSG00000171517,1,84811602,84893206,23566
LPAR4,conditionTB,1.10E-16,4.29E-16,ENSG00000147145,X,78747709,78758714,2846
LPAR5,conditionTB,2.30E-07,5.30E-07,ENSG00000184574,12,6618835,6635960,57121
LPAR6,conditionTB,0,0,ENSG00000139679,13,48389567,48444704,10161
LPCAT1,conditionTB,1.00E-08,2.53E-08,ENSG00000153395,5,1456480,1523962,79888
LPCAT2,conditionTB,0,0,ENSG00000087253,16,55509072,55586666,54947
LPCAT3,conditionTB,0.7,0.737920628,ENSG00000111684,12,6976185,7018477,10162
LPCAT4,conditionTB,4.70E-11,1.37E-10,ENSG00000176454,15,34358633,34367196,254531
LPGAT1,conditionTB,0.52,0.569570398,ENSG00000123684,1,211743457,211830763,9926
LPIN1,conditionTB,1.10E-12,3.52E-12,ENSG00000134324,2,11677595,11827409,23175
LPIN2,conditionTB,2.20E-08,5.44E-08,ENSG00000101577,18,2916994,3013144,9663
LPIN3,conditionTB,2.80E-05,5.41E-05,ENSG00000132793,20,41340821,41360582,64900
LPL,conditionTB,0,0,ENSG00000175445,8,19901717,19967259,4023
LPP,conditionTB,0.015,0.021781334,ENSG00000145012,3,188153284,188890671,4026
LPXN,conditionTB,5.00E-08,1.21E-07,ENSG00000110031,11,58526871,58578220,9404
LRBA,conditionTB,1.10E-05,2.21E-05,ENSG00000198589,4,150264435,151015727,987
LRCH1,conditionTB,0,0,ENSG00000136141,13,46553168,46753040,23143
LRCH3,conditionTB,0,0,ENSG00000186001,3,197791226,197888436,84859
LRCH4,conditionTB,0.11,0.138761286,ENSG00000077454,7,100574011,100586129,4034
LRFN1,conditionTB,0.076,0.098870764,ENSG00000128011,19,39306566,39320863,57622
LRFN2,conditionTB,0.0017,0.002769313,ENSG00000156564,6,40391591,40587364,57497
LRFN3,conditionTB,0.013,0.019033428,ENSG00000126243,19,35935358,35946624,79414
LRFN4,conditionTB,2.00E-11,5.95E-11,ENSG00000173621,11,66856647,66860475,78999
LRG1,conditionTB,0.016,0.023134844,ENSG00000171236,19,4536402,4540036,116844
LRGUK,conditionTB,0.31,0.357753366,ENSG00000155530,7,134127299,134264591,136332
LRIF1,conditionTB,0,0,ENSG00000121931,1,110947190,110963965,55791
LRIG1,conditionTB,0,0,ENSG00000144749,3,66378797,66501263,26018
LRIG2,conditionTB,3.30E-04,5.79E-04,ENSG00000198799,1,113073198,113132260,9860
LRMP,conditionTB,3.80E-05,7.27E-05,ENSG00000118308,12,25004342,25108334,4033
LRP1,conditionTB,0,0,ENSG00000197223,12,57128483,57213361,4035
LRP10,conditionTB,0,0,ENSG00000197324,14,22871740,22881713,26020
LRP11,conditionTB,0.045,0.060883122,ENSG00000120256,6,149818757,149864359,84918
LRP12,conditionTB,0,0,ENSG00000147650,8,104489231,104589258,29967
LRP2BP,conditionTB,3.20E-11,9.41E-11,ENSG00000109771,4,185363872,185395924,55805
LRP3,conditionTB,0,0,ENSG00000130881,19,33177603,33208864,4037
LRP4,conditionTB,0.41,0.459863531,ENSG00000134569,11,46856717,46918642,4038
LRP5,conditionTB,2.00E-11,5.95E-11,ENSG00000162337,11,68312591,68449275,4041
LRP5L,conditionTB,0.00093,0.00156215,ENSG00000100068,22,25351418,25405377,
LRP6,conditionTB,1.00E-04,1.84E-04,ENSG00000070018,12,12116025,12267044,4040
LRP8,conditionTB,2.80E-06,5.92E-06,ENSG00000157193,1,53242364,53328469,7804
LRPAP1,conditionTB,0,0,ENSG00000163956,4,3503612,3532446,4043
LRPPRC,conditionTB,1.40E-13,4.72E-13,ENSG00000138095,2,43886224,43996226,10128
LRR1,conditionTB,0.35,0.3992,ENSG00000165501,14,49598761,49614672,122769
LRRC1,conditionTB,0.057,0.075761416,ENSG00000137269,6,53794497,53924125,55227
LRRC14,conditionTB,0.45,0.500071582,ENSG00000160959,8,144517992,144525172,9684
LRRC16A,conditionTB,4.50E-06,9.37E-06,ENSG00000079691,6,25279078,25620530,55604
LRRC16B,conditionTB,2.60E-04,4.61E-04,ENSG00000186648,14,24052009,24069729,90668
LRRC18,conditionTB,0.77,0.799467935,ENSG00000165383,10,48909483,48914232,474354
LRRC19,conditionTB,0.66,0.70120295,ENSG00000184434,9,26993136,27005672,64922
LRRC2,conditionTB,9.50E-04,0.001594786,ENSG00000163827,3,46515385,46606948,79442
LRRC20,conditionTB,1.50E-07,3.50E-07,ENSG00000172731,10,70298970,70382650,55222
LRRC23,conditionTB,1.10E-06,2.40E-06,ENSG00000010626,12,6873569,6914241,10233
LRRC24,conditionTB,0.58,0.626789388,ENSG00000254402,8,144522388,144527033,441381
LRRC25,conditionTB,0,0,ENSG00000175489,19,18391137,18397622,126364
LRRC27,conditionTB,2.80E-09,7.36E-09,ENSG00000148814,10,132332154,132381508,80313
LRRC28,conditionTB,0.54,0.588157156,ENSG00000168904,15,99251362,99390729,123355
LRRC29,conditionTB,0.52,0.569570398,ENSG00000125122,16,67207139,67227048,26231
LRRC3,conditionTB,0.096,0.122763317,ENSG00000160233,21,44455510,44462196,81543
LRRC32,conditionTB,0,0,ENSG00000137507,11,76657524,76670747,2615
LRRC34,conditionTB,0.74,0.774303902,ENSG00000171757,3,169793003,169812986,151827
LRRC37A,conditionTB,0.028,0.0391216,ENSG00000176681,17,46292733,46337794,9884
LRRC37A2,conditionTB,0.54,0.588157156,ENSG00000238083,17,46511511,46555650,474170
LRRC37A3,conditionTB,0.26,0.305347567,ENSG00000176809,17,64854130,64919480,374819
LRRC37B,conditionTB,3.10E-04,5.45E-04,ENSG00000185158,17,32007872,32053504,114659
LRRC38,conditionTB,4.10E-04,7.14E-04,ENSG00000162494,1,13474973,13514003,126755
LRRC39,conditionTB,0.05,0.067114997,ENSG00000122477,1,100148448,100178273,127495
LRRC4,conditionTB,0.04,0.054674232,ENSG00000128594,7,128027071,128032107,64101
LRRC40,conditionTB,0.45,0.500071582,ENSG00000066557,1,70144805,70205579,55631
LRRC41,conditionTB,0.49,0.539799732,ENSG00000132128,1,46261196,46303616,10489
LRRC42,conditionTB,0.59,0.635972844,ENSG00000116212,1,53946085,53968168,115353
LRRC45,conditionTB,0,0,ENSG00000169683,17,82023305,82031151,201255
LRRC46,conditionTB,0.81,0.835349867,ENSG00000141294,17,47831634,47837719,90506
LRRC47,conditionTB,7.50E-13,2.43E-12,ENSG00000130764,1,3778559,3796498,57470
LRRC49,conditionTB,0.22,0.262452186,ENSG00000137821,15,70853239,71053658,54839
LRRC56,conditionTB,0.95,0.955539558,ENSG00000161328,11,537527,554912,115399
LRRC57,conditionTB,7.80E-08,1.86E-07,ENSG00000180979,15,42537820,42548802,255252
LRRC58,conditionTB,1.10E-16,4.29E-16,ENSG00000163428,3,120324509,120349354,116064
LRRC59,conditionTB,2.20E-06,4.70E-06,ENSG00000108829,17,50375059,50397523,55379
LRRC6,conditionTB,0.41,0.459863531,ENSG00000129295,8,132570416,132675592,23639
LRRC61,conditionTB,0.65,0.691946667,ENSG00000127399,7,150323263,150338156,65999
LRRC63,conditionTB,0.8,0.826501035,ENSG00000173988,13,46211940,46277366,220416
LRRC69,conditionTB,0.043,0.05835237,ENSG00000214954,8,91101832,91219236,100130742
LRRC7,conditionTB,0.98,0.982249641,ENSG00000033122,1,69567922,70151945,57554
LRRC71,conditionTB,0.78,0.808528823,ENSG00000160838,1,156920632,156933094,149499
LRRC75A,conditionTB,0.057,0.075761416,ENSG00000181350,17,16441577,16492193,388341
LRRC75B,conditionTB,0.19,0.229385639,ENSG00000178026,22,24585620,24593208,388886
LRRC8A,conditionTB,1.90E-05,3.73E-05,ENSG00000136802,9,128882133,128918039,56262
LRRC8B,conditionTB,1.70E-14,5.99E-14,ENSG00000197147,1,89524829,89597861,23507
LRRC8C,conditionTB,2.00E-04,3.59E-04,ENSG00000171488,1,89633072,89769903,84230
LRRC8D,conditionTB,0,0,ENSG00000171492,1,89821014,89936611,55144
LRRC8E,conditionTB,0.0076,0.011464824,ENSG00000171017,19,7888505,7902021,80131
LRRCC1,conditionTB,0.0045,0.006989883,ENSG00000133739,8,85107215,85146080,85444
LRRFIP1,conditionTB,5.50E-06,1.14E-05,ENSG00000124831,2,237627587,237813682,9208
LRRFIP2,conditionTB,0,0,ENSG00000093167,3,37052626,37183689,9209
LRRIQ3,conditionTB,0.34,0.388841778,ENSG00000162620,1,74026015,74198187,127255
LRRK1,conditionTB,0,0,ENSG00000154237,15,100919327,101078257,79705
LRRK2,conditionTB,0,0,ENSG00000188906,12,40196744,40369285,120892
LRRN1,conditionTB,0.39,0.440045223,ENSG00000077454,3,3799431,3849834,57633
LRRN2,conditionTB,0.075,0.097651663,ENSG00000170382,1,204617170,204685738,10446
LRRN3,conditionTB,3.40E-09,8.88E-09,ENSG00000173114,7,111091006,111125454,54674
LRRTM2,conditionTB,1.20E-08,3.01E-08,ENSG00000146006,5,138868921,138875368,26045
LRSAM1,conditionTB,0.008,0.012035749,ENSG00000148356,9,127451489,127503499,90678
LRTM2,conditionTB,1.80E-09,4.79E-09,ENSG00000166159,12,1820267,1836753,654429
LRTOMT,conditionTB,3.10E-04,5.45E-04,ENSG00000184154,11,72080337,72096895,220074
LRWD1,conditionTB,4.00E-07,9.04E-07,ENSG00000161036,7,102464956,102473168,222229
LSG1,conditionTB,5.10E-04,8.79E-04,ENSG00000041802,3,194640791,194672463,55341
LSM1,conditionTB,0.39,0.440045223,ENSG00000175324,8,38163335,38176730,27257
LSM10,conditionTB,2.10E-12,6.62E-12,ENSG00000181817,1,36391238,36397908,84967
LSM11,conditionTB,4.00E-04,6.97E-04,ENSG00000155858,5,157743712,157760709,134353
LSM12,conditionTB,3.60E-13,1.19E-12,ENSG00000161654,17,44034328,44067619,124801
LSM14A,conditionTB,0.61,0.655054954,ENSG00000257103,19,34172504,34229288,26065
LSM14B,conditionTB,0,0,ENSG00000149657,20,62122461,62135374,149986
LSM2,conditionTB,3.30E-08,8.05E-08,ENSG00000204392,6,31797396,31806966,57819
LSM3,conditionTB,0.065,0.085467721,ENSG00000170860,3,14178817,14201122,27258
LSM4,conditionTB,0,0,ENSG00000130520,19,18306236,18323112,25804
LSM5,conditionTB,0.14,0.173380606,ENSG00000106355,7,32485338,32495283,23658
LSM6,conditionTB,0.0052,0.008008642,ENSG00000164167,4,146175703,146200000,11157
LSM7,conditionTB,0.012,0.017630284,ENSG00000130332,19,2321520,2328611,51690
LSM8,conditionTB,1.60E-04,2.89E-04,ENSG00000128534,7,118184144,118204035,51691
LSMEM1,conditionTB,3.40E-13,1.12E-12,ENSG00000181016,7,112480853,112491062,286006
LSMEM2,conditionTB,0.66,0.70120295,ENSG00000179564,3,50279087,50288114,132228
LSP1,conditionTB,0,0,ENSG00000130592,11,1850904,1892267,4046
LSR,conditionTB,0.018,0.02583686,ENSG00000105699,19,35248330,35267964,51599
LSS,conditionTB,0,0,ENSG00000160285,21,46188141,46228824,4047
LST1,conditionTB,0,0,ENSG00000204482,6,31586124,31588909,7940
LTA,conditionTB,0,0,ENSG00000226979,6,31572054,31574324,4049
LTA4H,conditionTB,0,0,ENSG00000111144,12,96000753,96043520,4048
LTB,conditionTB,0.023,0.032548972,ENSG00000227507,6,31580525,31582522,4050
LTB4R,conditionTB,3.90E-09,1.01E-08,ENSG00000213903,14,24311450,24318036,1241
LTB4R2,conditionTB,7.30E-07,1.62E-06,ENSG00000213906,14,24305734,24312053,56413
LTBP1,conditionTB,3.10E-06,6.54E-06,ENSG00000049323,2,32946953,33399509,4052
LTBP2,conditionTB,0,0,ENSG00000119681,14,74498183,74612378,4053
LTBP3,conditionTB,0.017,0.024502166,ENSG00000119681,11,65538559,65558930,4054
LTBP4,conditionTB,0.4,0.450201386,ENSG00000090006,19,40592883,40629818,8425
LTBR,conditionTB,0,0,ENSG00000111321,12,6375045,6391571,4055
LTC4S,conditionTB,0.21,0.251338016,ENSG00000213316,5,179793980,179796647,4056
LTK,conditionTB,0.046,0.062133797,ENSG00000062524,15,41503637,41513887,4058
LTN1,conditionTB,0.17,0.207408313,ENSG00000198862,21,28928144,28992956,26046
LTV1,conditionTB,2.60E-06,5.51E-06,ENSG00000135521,6,143843338,143863812,84946
LUC7L,conditionTB,1.00E-14,3.56E-14,ENSG00000007392,16,188969,229463,55692
LUC7L2,conditionTB,1.20E-05,2.40E-05,ENSG00000146963,7,139340359,139423457,51631
LUC7L3,conditionTB,0.6,0.645606469,ENSG00000108848,17,50719565,50756219,51747
LUZP1,conditionTB,0.24,0.283767454,ENSG00000169641,1,23084023,23177808,7798
LXN,conditionTB,6.30E-14,2.16E-13,ENSG00000079257,3,158645822,158672648,56925
LY6E,conditionTB,0.16,0.19639111,ENSG00000160932,8,143017982,143023832,4061
LY6G5B,conditionTB,0.0062,0.009468401,ENSG00000240053,6,31670167,31673776,58496
LY6G5C,conditionTB,0.0099,0.014701116,ENSG00000204428,6,31676684,31684040,80741
LY6K,conditionTB,4.70E-13,1.54E-12,ENSG00000160886,8,142700111,142705127,54742
LY75,conditionTB,6.70E-16,2.53E-15,ENSG00000054219,2,159803355,159904756,4065
LY86,conditionTB,0,0,ENSG00000112799,6,6588108,6654983,9450
LY9,conditionTB,0.54,0.588157156,ENSG00000122224,1,160796074,160828261,4063
LY96,conditionTB,0,0,ENSG00000154589,8,73991392,74029079,23643
LYAR,conditionTB,2.10E-05,4.10E-05,ENSG00000145220,4,4267701,4290154,55646
LYG1,conditionTB,0.17,0.207408313,ENSG00000144214,2,99284238,99304742,129530
LYL1,conditionTB,0,0,ENSG00000104903,19,13099033,13103161,4066
LYN,conditionTB,1.10E-06,2.40E-06,ENSG00000254087,8,55879835,56014169,4067
LYNX1,conditionTB,0.0012,0.001982781,ENSG00000180155,8,142771197,142777810,66004
LYPD3,conditionTB,0,0,ENSG00000124466,19,43460787,43465608,27076
LYPD5,conditionTB,0.12,0.150519795,ENSG00000159871,19,43785874,43827206,284348
LYPLA1,conditionTB,1.20E-04,2.20E-04,ENSG00000120992,8,54046367,54102017,10434
LYPLA2,conditionTB,0,0,ENSG00000011009,1,23791145,23795539,11313
LYPLAL1,conditionTB,1.20E-10,3.42E-10,ENSG00000143353,1,219173869,219212865,127018
LYRM1,conditionTB,1.30E-08,3.26E-08,ENSG00000102897,16,20899868,20925006,57149
LYRM2,conditionTB,7.10E-08,1.70E-07,ENSG00000083099,6,89568144,89638749,57226
LYRM4,conditionTB,0,0,ENSG00000214113,6,5103629,5260950,57128
LYRM5,conditionTB,1.60E-07,3.73E-07,ENSG00000205707,12,25195216,25209645,144363
LYRM7,conditionTB,0.49,0.539799732,ENSG00000186687,5,131170944,131205428,90624
LYRM9,conditionTB,0.64,0.682757883,ENSG00000232859,17,27878314,27894752,201229
LYSMD1,conditionTB,0.0054,0.008298372,ENSG00000163155,1,151159748,151165948,388695
LYSMD2,conditionTB,0.23,0.273122557,ENSG00000140280,15,51723011,51751585,256586
LYSMD3,conditionTB,1.30E-04,2.37E-04,ENSG00000176018,5,90515611,90529584,116068
LYSMD4,conditionTB,0.066,0.086701015,ENSG00000183060,15,99715697,99733561,145748
LYST,conditionTB,0,0,ENSG00000143669,1,235661041,235883640,1130
LYZ,conditionTB,4.80E-11,1.40E-10,ENSG00000090382,12,69348381,69354234,4069
LZIC,conditionTB,0,0,ENSG00000162441,1,9922113,9943407,84328
LZTFL1,conditionTB,0.0066,0.01003976,ENSG00000163818,3,45823316,45916042,54585
LZTR1,conditionTB,0.74,0.774303902,ENSG00000099949,22,20982269,20999032,8216
LZTS1,conditionTB,2.30E-06,4.90E-06,ENSG00000061337,8,20246165,20303963,11178
LZTS2,conditionTB,5.30E-13,1.73E-12,ENSG00000107816,10,100996618,101007836,84445
M1AP,conditionTB,1.20E-15,4.46E-15,ENSG00000159374,2,74557883,74648338,130951
M6PR,conditionTB,0.0046,0.007136487,ENSG00000003056,12,8940361,8949761,4074
MAATS1,conditionTB,0.0041,0.006394865,ENSG00000183833,3,119703022,119767102,89876
MAB21L1,conditionTB,0.22,0.262452186,ENSG00000180660,13,35473789,35476689,4081
MAB21L2,conditionTB,0.0058,0.008884728,ENSG00000181541,4,150582151,150584693,10586
MAB21L3,conditionTB,0.0039,0.006097896,ENSG00000173212,1,116111399,116138149,126868
MACC1,conditionTB,1.80E-09,4.79E-09,ENSG00000183742,7,20134655,20217404,346389
MACF1,conditionTB,3.10E-08,7.57E-08,ENSG00000127603,1,39081316,39487177,23499
MACROD1,conditionTB,0.18,0.218540146,ENSG00000133315,11,63998558,64166113,28992
MACROD2,conditionTB,1,1,ENSG00000172264,20,13995369,16053197,140733
MAD1L1,conditionTB,0,0,ENSG00000002822,7,1815793,2233243,8379
MAD2L1,conditionTB,0.032,0.044373164,ENSG00000164109,4,120055623,120066858,4085
MAD2L1BP,conditionTB,0.002,0.003234259,ENSG00000124688,6,43629540,43640941,9587
MAD2L2,conditionTB,0,0,ENSG00000116670,1,11674480,11691650,10459
MADCAM1,conditionTB,0.45,0.500071582,ENSG00000099866,19,489176,505343,8174
MADD,conditionTB,0.12,0.150519795,ENSG00000140374,11,47269161,47330031,8567
MAEA,conditionTB,1.90E-12,6.00E-12,ENSG00000090316,4,1289887,1340147,10296
MAF,conditionTB,0,0,ENSG00000178573,16,79585843,79600737,4094
MAF1,conditionTB,0.94,0.947459241,ENSG00000179632,8,144104461,144107611,84232
MAFA,conditionTB,0,0,ENSG00000139187,8,143419182,143430732,389692
MAFB,conditionTB,0,0,ENSG00000204103,20,40685848,40689236,9935
MAFF,conditionTB,0,0,ENSG00000185022,22,38200767,38216507,23764
MAFG,conditionTB,0,0,ENSG00000197063,17,81918270,81927735,4097
MAFK,conditionTB,0,0,ENSG00000198517,7,1530702,1543043,7975
MAGED1,conditionTB,0.2,0.240606165,ENSG00000179222,X,51803007,51902354,9500
