ensembl_gene_id	gene_biotype	hgnc_symbol
ENSG00000011260	protein_coding	UTP18
ENSG00000255982	processed_pseudogene	NXPE2P1
ENSG00000280275	TEC	
ENSG00000236222	protein_coding	WDR46
ENSG00000270204	processed_pseudogene	
ENSG00000273162	lincRNA	
ENSG00000123572	protein_coding	NRK
ENSG00000278600	sense_intronic	
ENSG00000249375	lincRNA	CASC11
ENSG00000276187	protein_coding	ERMARD
ENSG00000259642	antisense	ST20-AS1
ENSG00000205883	protein_coding	DEFB135
ENSG00000132938	protein_coding	MTUS2
ENSG00000180953	protein_coding	ST20
ENSG00000127578	protein_coding	WFIKKN1
ENSG00000173612	protein_coding	GPRC6A
ENSG00000224543	processed_pseudogene	SNRPGP15
ENSG00000111249	protein_coding	CUX2
ENSG00000082397	protein_coding	EPB41L3
ENSG00000263883	transcribed_processed_pseudogene	EEF1DP7
ENSG00000278318	protein_coding	ZNF229
ENSG00000234131	processed_pseudogene	TCEB1P8
ENSG00000281668	IG_V_pseudogene	IGKV1OR2-118
ENSG00000251521	transcribed_unprocessed_pseudogene	IMPA1P
ENSG00000144713	protein_coding	RPL32
ENSG00000249310	antisense	APOBEC3B-AS1
ENSG00000258812	TR_V_pseudogene	TRAV33
ENSG00000083454	protein_coding	P2RX5
ENSG00000125827	protein_coding	TMX4
ENSG00000236398	protein_coding	TAS2R39
ENSG00000251495	processed_pseudogene	PPIAP11
ENSG00000273388	antisense	
ENSG00000100941	protein_coding	PNN
ENSG00000267049	antisense	
ENSG00000237181	antisense	
ENSG00000237549	processed_pseudogene	
ENSG00000123159	protein_coding	GIPC1
ENSG00000228509	antisense	
ENSG00000257431	lincRNA	
ENSG00000163378	protein_coding	EOGT
ENSG00000275172	protein_coding	KIR3DL3
ENSG00000234800	processed_pseudogene	PCMTD1P3
ENSG00000121957	protein_coding	GPSM2
ENSG00000228369	antisense	TXNDC12-AS1
ENSG00000253646	processed_pseudogene	
ENSG00000227788	processed_pseudogene	
ENSG00000231328	processed_pseudogene	TPT1P7
ENSG00000223390	antisense	
ENSG00000081721	protein_coding	DUSP12
ENSG00000198841	protein_coding	KTI12
ENSG00000184661	protein_coding	CDCA2
ENSG00000125144	protein_coding	MT1G
ENSG00000165813	protein_coding	CCDC186
ENSG00000189316	antisense	
ENSG00000223549	processed_pseudogene	MTND5P28
ENSG00000230536	antisense	
ENSG00000224789	antisense	
ENSG00000113749	protein_coding	HRH2
ENSG00000105698	protein_coding	USF2
ENSG00000136271	protein_coding	DDX56
ENSG00000162909	protein_coding	CAPN2
ENSG00000244730	processed_pseudogene	
ENSG00000240542	protein_coding	KRTAP9-1
ENSG00000243593	lincRNA	
ENSG00000224366	unprocessed_pseudogene	
ENSG00000242667	processed_pseudogene	
ENSG00000188986	protein_coding	NELFB
ENSG00000220347	processed_pseudogene	
ENSG00000257452	antisense	
ENSG00000198039	protein_coding	ZNF273
ENSG00000107362	protein_coding	ABHD17B
ENSG00000163346	protein_coding	PBXIP1
ENSG00000250988	antisense	SNHG21
ENSG00000179938	protein_coding	GOLGA8J
ENSG00000206296	processed_transcript	PSMB8-AS1
ENSG00000239576	processed_pseudogene	COX6CP14
ENSG00000103496	protein_coding	STX4
ENSG00000188038	protein_coding	NRN1L
ENSG00000250874	lincRNA	
ENSG00000254151	processed_pseudogene	NIPA2P4
ENSG00000273903	antisense	
ENSG00000240038	protein_coding	AMY2B
ENSG00000241965	processed_pseudogene	RPS2P25
ENSG00000258359	processed_pseudogene	PCNPP1
ENSG00000230666	transcribed_unprocessed_pseudogene	CEACAM22P
ENSG00000231678	lincRNA	
ENSG00000279496	TEC	
ENSG00000271267	processed_pseudogene	
ENSG00000120756	protein_coding	PLS1
ENSG00000213318	processed_pseudogene	
ENSG00000117862	protein_coding	TXNDC12
ENSG00000270510	processed_pseudogene	
ENSG00000065665	protein_coding	SEC61A2
ENSG00000260235	antisense	
ENSG00000258302	antisense	
ENSG00000259931	processed_pseudogene	
ENSG00000213892	protein_coding	CEACAM16
ENSG00000236447	sense_intronic	ATG10-IT1
ENSG00000223786	lincRNA	
ENSG00000280332	TEC	
ENSG00000227200	sense_intronic	
ENSG00000158955	protein_coding	WNT9B
ENSG00000204140	protein_coding	CLPSL1
ENSG00000235204	antisense	
ENSG00000279369	TEC	
ENSG00000140287	protein_coding	HDC
ENSG00000231343	processed_transcript	HCG25
ENSG00000272243	lincRNA	
ENSG00000089234	protein_coding	BRAP
ENSG00000252690	processed_transcript	SCARNA15
ENSG00000177300	protein_coding	CLDN22
ENSG00000101353	protein_coding	MROH8
ENSG00000251374	processed_pseudogene	
ENSG00000137309	protein_coding	HMGA1
ENSG00000248192	antisense	ATG10-AS1
ENSG00000225591	processed_pseudogene	
ENSG00000169550	protein_coding	MUC15
ENSG00000050438	protein_coding	SLC4A8
ENSG00000160221	protein_coding	C21orf33
ENSG00000130826	protein_coding	DKC1
ENSG00000076321	protein_coding	KLHL20
ENSG00000186468	protein_coding	RPS23
ENSG00000157353	protein_coding	FUK
ENSG00000136490	protein_coding	LIMD2
ENSG00000001631	protein_coding	KRIT1
ENSG00000175470	protein_coding	PPP2R2D
ENSG00000167699	protein_coding	GLOD4
ENSG00000176095	protein_coding	IP6K1
ENSG00000236063	protein_coding	ABHD16A
ENSG00000089127	protein_coding	OAS1
ENSG00000166173	protein_coding	LARP6
ENSG00000166575	protein_coding	TMEM135
ENSG00000273721	unprocessed_pseudogene	
ENSG00000232004	processed_pseudogene	CAP1P2
ENSG00000271265	lincRNA	
ENSG00000142657	protein_coding	PGD
ENSG00000273365	lincRNA	
ENSG00000263635	lincRNA	
ENSG00000281189	lincRNA	GHET1
ENSG00000188306	protein_coding	LRRIQ4
ENSG00000264880	lincRNA	
ENSG00000180105	processed_pseudogene	
ENSG00000279061	TEC	
ENSG00000225272	processed_pseudogene	
ENSG00000253667	processed_pseudogene	
ENSG00000198722	protein_coding	UNC13B
ENSG00000197866	unprocessed_pseudogene	OR5M12P
ENSG00000265015	transcribed_processed_pseudogene	
ENSG00000101132	protein_coding	PFDN4
ENSG00000251271	unprocessed_pseudogene	ALG1L7P
ENSG00000219491	unprocessed_pseudogene	TPT1P8
ENSG00000234491	processed_pseudogene	HNRNPA1P51
ENSG00000243799	antisense	PEX5L-AS1
ENSG00000244302	antisense	PEX5L-AS2
ENSG00000254795	unprocessed_pseudogene	OR5AP1P
ENSG00000143149	protein_coding	ALDH9A1
ENSG00000270178	lincRNA	
ENSG00000273038	lincRNA	
ENSG00000172464	protein_coding	OR5AP2
ENSG00000213809	protein_coding	KLRK1
ENSG00000259619	processed_pseudogene	
ENSG00000248377	processed_pseudogene	HMGN1P9
ENSG00000214288	processed_pseudogene	HMGB3P13
ENSG00000231923	processed_pseudogene	
ENSG00000080947	transcribed_unprocessed_pseudogene	CROCCP3
ENSG00000219870	processed_pseudogene	
ENSG00000231931	processed_pseudogene	
ENSG00000228543	lincRNA	
ENSG00000234639	processed_pseudogene	
ENSG00000070961	protein_coding	ATP2B1
ENSG00000198246	protein_coding	SLC29A3
ENSG00000263146	lincRNA	
ENSG00000231825	protein_coding	PRRC2A
ENSG00000165917	protein_coding	RAPSN
ENSG00000279525	TEC	
ENSG00000274120	transcribed_processed_pseudogene	LILRP2
ENSG00000204110	lincRNA	
ENSG00000258854	antisense	
ENSG00000099995	protein_coding	SF3A1
ENSG00000151718	protein_coding	WWC2
ENSG00000234557	processed_pseudogene	
ENSG00000117322	protein_coding	CR2
ENSG00000276099	unprocessed_pseudogene	LILRP1
ENSG00000122787	protein_coding	AKR1D1
ENSG00000143434	protein_coding	SEMA6C
ENSG00000249230	unprocessed_pseudogene	CDH12P2
ENSG00000229311	lincRNA	
ENSG00000206289	protein_coding	RXRB
ENSG00000204816	unprocessed_pseudogene	
ENSG00000218363	processed_pseudogene	SLC25A20P1
ENSG00000111325	protein_coding	OGFOD2
ENSG00000215262	protein_coding	KCNU1
ENSG00000196440	protein_coding	ARMCX4
ENSG00000197566	protein_coding	ZNF624
ENSG00000257390	protein_coding	
ENSG00000082153	protein_coding	BZW1
ENSG00000147485	protein_coding	PXDNL
ENSG00000254492	processed_pseudogene	
ENSG00000233061	sense_intronic	TTLL7-IT1
ENSG00000235289	processed_pseudogene	BRD7P6
ENSG00000169371	protein_coding	SNUPN
ENSG00000235214	antisense	FAM83C-AS1
ENSG00000125998	protein_coding	FAM83C
ENSG00000254122	protein_coding	PCDHGB7
ENSG00000276289	protein_coding	
ENSG00000248203	antisense	
ENSG00000253127	IG_V_pseudogene	IGKV2D-36
ENSG00000147421	protein_coding	HMBOX1
ENSG00000267197	sense_intronic	
ENSG00000164794	protein_coding	KCNV1
ENSG00000261243	antisense	
ENSG00000280186	TEC	
ENSG00000224573	processed_pseudogene	
ENSG00000240050	lincRNA	
ENSG00000177628	protein_coding	GBA
ENSG00000275061	unprocessed_pseudogene	
ENSG00000079999	protein_coding	KEAP1
ENSG00000230716	processed_pseudogene	KRT8P7
ENSG00000229854	antisense	
ENSG00000070047	protein_coding	PHRF1
ENSG00000276077	lincRNA	
ENSG00000254561	antisense	
ENSG00000148290	protein_coding	SURF1
ENSG00000189241	protein_coding	TSPYL1
ENSG00000255247	lincRNA	
ENSG00000255402	antisense	
ENSG00000260482	3prime_overlapping_ncrna	
ENSG00000123342	protein_coding	MMP19
ENSG00000213159	processed_pseudogene	CEND1P1
ENSG00000065911	protein_coding	MTHFD2
ENSG00000249835	antisense	VCAN-AS1
ENSG00000138363	protein_coding	ATIC
ENSG00000083750	protein_coding	RRAGB
ENSG00000135999	protein_coding	EPC2
ENSG00000131467	protein_coding	PSME3
ENSG00000165821	protein_coding	SALL2
ENSG00000277675	antisense	
ENSG00000110400	protein_coding	PVRL1
ENSG00000127527	protein_coding	EPS15L1
ENSG00000187735	protein_coding	TCEA1
ENSG00000231543	protein_coding	C2
ENSG00000148339	protein_coding	SLC25A25
ENSG00000171105	protein_coding	INSR
ENSG00000215018	protein_coding	COL28A1
ENSG00000146909	protein_coding	NOM1
ENSG00000277053	transcribed_unprocessed_pseudogene	GTF2IP1
ENSG00000261229	lincRNA	
ENSG00000168306	protein_coding	ACOX2
ENSG00000158467	protein_coding	AHCYL2
ENSG00000136371	protein_coding	MTHFS
ENSG00000166886	protein_coding	NAB2
ENSG00000146276	protein_coding	GABRR1
ENSG00000161267	protein_coding	BDH1
ENSG00000262140	unprocessed_pseudogene	
ENSG00000257410	lincRNA	
ENSG00000230970	antisense	HHATL-AS1
ENSG00000266237	sense_intronic	
ENSG00000230002	sense_intronic	ALMS1-IT1
ENSG00000174407	antisense	MIR1-1HG
ENSG00000260540	unprocessed_pseudogene	
ENSG00000231006	processed_pseudogene	RPL7P32
ENSG00000179958	protein_coding	DCTPP1
ENSG00000257923	protein_coding	CUX1
ENSG00000114999	protein_coding	TTL
ENSG00000172459	polymorphic_pseudogene	OR5AR1
ENSG00000174628	protein_coding	IQCK
ENSG00000279394	TEC	
ENSG00000256452	antisense	
ENSG00000080371	protein_coding	RAB21
ENSG00000237439	transcribed_unprocessed_pseudogene	
ENSG00000254238	antisense	
ENSG00000213287	processed_pseudogene	
ENSG00000254025	processed_pseudogene	BRIX1P1
ENSG00000279836	TEC	
ENSG00000254843	processed_pseudogene	
ENSG00000108784	protein_coding	NAGLU
ENSG00000238090	processed_pseudogene	
ENSG00000254854	antisense	
ENSG00000254406	processed_pseudogene	
ENSG00000224583	lincRNA	
ENSG00000185215	protein_coding	TNFAIP2
ENSG00000233182	unprocessed_pseudogene	OR2H4P
ENSG00000254863	lincRNA	
ENSG00000104679	protein_coding	R3HCC1
ENSG00000204685	processed_transcript	STARD7-AS1
ENSG00000237566	processed_pseudogene	
ENSG00000254222	antisense	
ENSG00000068001	protein_coding	HYAL2
ENSG00000166266	protein_coding	CUL5
ENSG00000251605	processed_pseudogene	
ENSG00000217178	processed_pseudogene	
ENSG00000254285	processed_pseudogene	KRT8P3
ENSG00000113532	protein_coding	ST8SIA4
ENSG00000218483	processed_pseudogene	
ENSG00000236881	unprocessed_pseudogene	HCG4P11
ENSG00000242511	transcribed_processed_pseudogene	RPL23AP1
ENSG00000243877	processed_pseudogene	HMGB1P38
ENSG00000230545	processed_transcript	
ENSG00000228923	antisense	
ENSG00000278961	lincRNA	
ENSG00000034677	protein_coding	RNF19A
ENSG00000237369	unprocessed_pseudogene	UBDP1
ENSG00000177182	protein_coding	CLVS1
ENSG00000180745	protein_coding	CLRN3
ENSG00000172534	protein_coding	HCFC1
ENSG00000223666	protein_coding	FKBPL
ENSG00000274283	protein_coding	KIR3DS1
ENSG00000166351	protein_coding	POTED
ENSG00000156869	protein_coding	FRRS1
ENSG00000237845	lincRNA	
ENSG00000227616	unprocessed_pseudogene	
ENSG00000224062	processed_pseudogene	TUBB4BP5
ENSG00000070882	protein_coding	OSBPL3
ENSG00000135374	protein_coding	ELF5
ENSG00000235775	unprocessed_pseudogene	
ENSG00000143379	protein_coding	SETDB1
ENSG00000229291	lincRNA	
ENSG00000219722	processed_pseudogene	RPL26P20
ENSG00000271200	lincRNA	
ENSG00000165832	protein_coding	TRUB1
ENSG00000280047	TEC	
ENSG00000224015	lincRNA	
ENSG00000105255	protein_coding	FSD1
ENSG00000226914	transcribed_processed_pseudogene	PPP1R2P1
ENSG00000234744	unprocessed_pseudogene	USP9YP26
ENSG00000255850	antisense	TMEM5-AS1
ENSG00000214141	processed_pseudogene	ACTN4P2
ENSG00000146072	protein_coding	TNFRSF21
ENSG00000205358	protein_coding	MT1H
ENSG00000100024	protein_coding	UPB1
ENSG00000121005	protein_coding	CRISPLD1
ENSG00000075073	protein_coding	TACR2
ENSG00000271389	processed_pseudogene	OSBPL9P1
ENSG00000248468	antisense	
ENSG00000236977	sense_intronic	ANKRD44-IT1
ENSG00000044012	protein_coding	GUCA2B
ENSG00000248530	processed_pseudogene	BCL2L12P1
ENSG00000239699	processed_pseudogene	HNRNPA3P8
ENSG00000231621	antisense	
ENSG00000136819	protein_coding	C9orf78
ENSG00000264125	antisense	
ENSG00000103197	protein_coding	TSC2
ENSG00000211452	protein_coding	DIO1
ENSG00000233730	lincRNA	
ENSG00000230650	processed_pseudogene	
ENSG00000224442	processed_pseudogene	
ENSG00000255216	lincRNA	
ENSG00000167554	protein_coding	ZNF610
ENSG00000139344	protein_coding	AMDHD1
ENSG00000196335	protein_coding	STK31
ENSG00000203876	processed_transcript	ADD3-AS1
ENSG00000250366	lincRNA	TUNAR
ENSG00000251026	lincRNA	
ENSG00000243594	protein_coding	PSMB9
ENSG00000152583	protein_coding	SPARCL1
ENSG00000256849	processed_pseudogene	
ENSG00000263050	lincRNA	
ENSG00000267890	lincRNA	
ENSG00000169964	protein_coding	TMEM42
ENSG00000255910	lincRNA	
ENSG00000258976	lincRNA	
ENSG00000239974	protein_coding	EGFL8
ENSG00000236799	lincRNA	
ENSG00000256287	lincRNA	
ENSG00000131686	protein_coding	CA6
ENSG00000275185	antisense	
ENSG00000250555	antisense	
ENSG00000271328	processed_pseudogene	B3GNTL1P2
ENSG00000245864	antisense	
ENSG00000279955	transcribed_unprocessed_pseudogene	
ENSG00000279430	TEC	
ENSG00000138152	protein_coding	BTBD16
ENSG00000259525	processed_pseudogene	GCSHP2
ENSG00000229223	processed_transcript	TRIM31-AS1
ENSG00000244541	lincRNA	LINC01213
ENSG00000226972	processed_pseudogene	
ENSG00000251574	lincRNA	
ENSG00000263231	unprocessed_pseudogene	
ENSG00000232145	processed_pseudogene	
ENSG00000267373	lincRNA	
ENSG00000250377	lincRNA	
ENSG00000070476	protein_coding	ZXDC
ENSG00000147689	protein_coding	FAM83A
ENSG00000253882	transcribed_unprocessed_pseudogene	
ENSG00000137397	protein_coding	TRIM31
ENSG00000259425	transcribed_unprocessed_pseudogene	
ENSG00000245526	lincRNA	LINC00461
ENSG00000108576	protein_coding	SLC6A4
ENSG00000111266	protein_coding	DUSP16
ENSG00000122507	protein_coding	BBS9
ENSG00000161652	protein_coding	IZUMO2
ENSG00000253910	protein_coding	PCDHGB2
ENSG00000254475	unprocessed_pseudogene	OR2AT1P
ENSG00000238236	processed_pseudogene	
ENSG00000235638	processed_pseudogene	MTND6P14
ENSG00000253953	protein_coding	PCDHGB4
ENSG00000177990	protein_coding	DPY19L2
ENSG00000214279	unitary_pseudogene	
ENSG00000169856	protein_coding	ONECUT1
ENSG00000230113	antisense	
ENSG00000232850	lincRNA	PTGES2-AS1
ENSG00000214552	processed_pseudogene	COPS8P2
ENSG00000267508	protein_coding	ZNF285
ENSG00000250705	processed_pseudogene	
ENSG00000124915	lincRNA	
ENSG00000183662	protein_coding	FAM19A1
ENSG00000170807	protein_coding	LMOD2
ENSG00000072133	protein_coding	RPS6KA6
ENSG00000257411	protein_coding	
ENSG00000172171	protein_coding	TEFM
ENSG00000235802	antisense	HCFC1-AS1
ENSG00000238064	processed_transcript	HCG25
ENSG00000250150	lincRNA	
ENSG00000185115	protein_coding	NDNL2
ENSG00000264765	lincRNA	
ENSG00000248913	processed_pseudogene	PHBP14
ENSG00000240568	processed_pseudogene	
ENSG00000270336	processed_pseudogene	
ENSG00000264359	processed_pseudogene	NEK4P2
ENSG00000238205	processed_pseudogene	MPC1L
ENSG00000230108	protein_coding	TNF
ENSG00000231458	processed_pseudogene	RNASEH1P2
ENSG00000168487	protein_coding	BMP1
ENSG00000226889	antisense	
ENSG00000179965	protein_coding	ZNF771
ENSG00000234257	processed_pseudogene	SOD2P1
ENSG00000259690	sense_intronic	
ENSG00000103740	protein_coding	ACSBG1
ENSG00000237730	processed_pseudogene	
ENSG00000197301	antisense	
ENSG00000249131	lincRNA	
ENSG00000262481	protein_coding	
ENSG00000259299	processed_pseudogene	
ENSG00000257642	antisense	
ENSG00000062370	protein_coding	ZNF112
ENSG00000116329	protein_coding	OPRD1
ENSG00000244721	transcribed_unprocessed_pseudogene	HLA-L
ENSG00000249286	processed_pseudogene	AMD1P3
ENSG00000122512	protein_coding	PMS2
ENSG00000109511	protein_coding	ANXA10
ENSG00000240590	processed_pseudogene	
ENSG00000224993	processed_pseudogene	RPL29P12
ENSG00000104059	protein_coding	FAM189A1
ENSG00000244540	processed_pseudogene	
ENSG00000249526	lincRNA	
ENSG00000167965	protein_coding	MLST8
ENSG00000254362	sense_intronic	
ENSG00000138107	protein_coding	ACTR1A
ENSG00000250974	lincRNA	
ENSG00000248309	antisense	MEF2C-AS1
ENSG00000254846	antisense	
ENSG00000236921	lincRNA	
ENSG00000204684	lincRNA	
ENSG00000170923	protein_coding	OR7G2
ENSG00000242586	unprocessed_pseudogene	
ENSG00000131725	protein_coding	WDR44
ENSG00000108821	protein_coding	COL1A1
ENSG00000227416	processed_pseudogene	
ENSG00000230888	processed_pseudogene	SUMO2P1
ENSG00000232798	processed_pseudogene	
ENSG00000279477	unprocessed_pseudogene	
ENSG00000238221	antisense	
ENSG00000225336	processed_pseudogene	HMGB3P1
ENSG00000108786	protein_coding	HSD17B1
ENSG00000169684	protein_coding	CHRNA5
ENSG00000226225	protein_coding	RPS18
ENSG00000176984	antisense	
ENSG00000184961	processed_pseudogene	
ENSG00000084090	protein_coding	STARD7
ENSG00000136997	protein_coding	MYC
ENSG00000070019	protein_coding	GUCY2C
ENSG00000155659	protein_coding	VSIG4
ENSG00000124228	protein_coding	DDX27
ENSG00000279076	TEC	
ENSG00000038427	protein_coding	VCAN
ENSG00000275441	antisense	
ENSG00000179361	protein_coding	ARID3B
ENSG00000271737	lincRNA	
ENSG00000225980	transcribed_unprocessed_pseudogene	OR7E19P
ENSG00000228665	processed_pseudogene	
ENSG00000228092	processed_pseudogene	COX6CP15
ENSG00000226480	unprocessed_pseudogene	OR7H1P
ENSG00000234249	unprocessed_pseudogene	COL11A2P1
ENSG00000228035	antisense	
ENSG00000248659	unprocessed_pseudogene	
ENSG00000237349	processed_pseudogene	
ENSG00000236467	antisense	KCNMA1-AS1
ENSG00000244716	processed_pseudogene	
ENSG00000134259	protein_coding	NGF
ENSG00000271128	processed_pseudogene	
ENSG00000254246	antisense	
ENSG00000226063	lincRNA	
ENSG00000258272	lincRNA	
ENSG00000220537	processed_pseudogene	
ENSG00000282013	protein_coding	RPH3AL
ENSG00000203897	antisense	SPATA42
ENSG00000261397	lincRNA	LINC01177
ENSG00000234479	transcribed_unprocessed_pseudogene	AP1B1P1
ENSG00000280485	antisense	
ENSG00000215838	transcribed_processed_pseudogene	
ENSG00000100353	protein_coding	EIF3D
ENSG00000280660	sense_intronic	
ENSG00000262296	antisense	
ENSG00000183696	protein_coding	UPP1
ENSG00000147533	protein_coding	GOLGA7
ENSG00000248498	unprocessed_pseudogene	ASNSP1
ENSG00000155868	protein_coding	MED7
ENSG00000230175	processed_pseudogene	
ENSG00000264177	antisense	
ENSG00000274068	protein_coding	
ENSG00000259967	lincRNA	
ENSG00000227176	processed_pseudogene	
ENSG00000261429	processed_pseudogene	DPPA2P4
ENSG00000261075	lincRNA	LINC01195
ENSG00000198464	protein_coding	ZNF480
ENSG00000253414	sense_intronic	
ENSG00000279855	antisense	
ENSG00000277691	transcribed_unprocessed_pseudogene	
ENSG00000099864	protein_coding	PALM
ENSG00000236552	processed_pseudogene	RPL13AP5
ENSG00000253161	lincRNA	LINC01605
ENSG00000236769	lincRNA	
ENSG00000114757	protein_coding	PEX5L
ENSG00000198417	protein_coding	MT1F
ENSG00000273091	lincRNA	
ENSG00000273887	protein_coding	KIR2DL3
ENSG00000154654	protein_coding	NCAM2
ENSG00000234107	processed_pseudogene	TPT1P1
ENSG00000169696	protein_coding	ASPSCR1
ENSG00000213598	processed_pseudogene	
ENSG00000196689	protein_coding	TRPV1
ENSG00000165102	protein_coding	HGSNAT
ENSG00000269952	sense_intronic	
ENSG00000273597	processed_pseudogene	
ENSG00000197746	protein_coding	PSAP
ENSG00000114648	protein_coding	KLHL18
ENSG00000279489	TEC	
ENSG00000137699	protein_coding	TRIM29
ENSG00000102978	protein_coding	POLR2C
ENSG00000248449	unitary_pseudogene	PCDHGB8P
ENSG00000166135	protein_coding	HIF1AN
ENSG00000282491	lincRNA	
ENSG00000108231	protein_coding	LGI1
ENSG00000253731	protein_coding	PCDHGA6
ENSG00000273233	lincRNA	
ENSG00000112992	protein_coding	NNT
ENSG00000233148	processed_pseudogene	SYF2P2
ENSG00000253776	lincRNA	
ENSG00000232159	processed_pseudogene	RAB9BP1
ENSG00000278958	TEC	
ENSG00000253584	lincRNA	
ENSG00000259863	lincRNA	SH3RF3-AS1
